Delay,Execution_Time_sec,Execution_Time_sec_STDV,Execution_Time_sec_COV,NUM_SAMPLES,L2_TCA,L2_TCA_STDV,L2_TCA_XCOV,L2_TCM,L2_TCM_STDV,L2_TCM_XCOV,L3_TCA,L3_TCA_STDV,L3_TCA_XCOV,L3_TCM,L3_TCM_STDV,L3_TCM_XCOV,OS_Threads,OS_Threads_STDV,OS_Threads_XCOV,STasks,STasks_STDV,STasks_XCOV,TOT_CYC,TOT_CYC_STDV,TOT_CYC_XCOV,TOT_INS,TOT_INS_STDV,TOT_INS_XCOV,Tasks,Tasks_STDV,Tasks_XCOV,Warmup_sec,Warmup_sec_STDV,Warmup_sec_XCOV,cumulative,cumulative_STDV,cumulative_XCOV,idle_rate,idle_rate_STDV,idle_rate_XCOV,objects,objects_STDV,objects_XCOV,pending_accesses,pending_accesses_STDV,pending_accesses_XCOV,pending_misses,pending_misses_STDV,pending_misses_XCOV,phase_duration,phase_duration_STDV,phase_duration_XCOV,phase_overhead,phase_overhead_STDV,phase_overhead_XCOV,phases,phases_STDV,phases_XCOV,resident,resident_STDV,resident_XCOV,stack_recycles,stack_recycles_STDV,stack_recycles_XCOV,stack_unbinds,stack_unbinds_STDV,stack_unbinds_XCOV,stolen_from_pending,stolen_from_pending_STDV,stolen_from_pending_XCOV,stolen_from_staged,stolen_from_staged_STDV,stolen_from_staged_XCOV,stolen_to_pending,stolen_to_pending_STDV,stolen_to_pending_XCOV,stolen_to_staged,stolen_to_staged_STDV,stolen_to_staged_XCOV,task_duration,task_duration_STDV,task_duration_XCOV,task_overhead,task_overhead_STDV,task_overhead_XCOV,virtual,virtual_STDV,virtual_XCOV
100,10.078059506,0.000367119,0.00004,10,3459341,16735.30832,0.00484,1330240,24191.92054,0.01819,1330390,24196.75919,0.01819,13240,1173.92771,0.08866,1,0.00000,0.00000,0,0.00000,,38193055754,122614033.01087,0.00321,51627263843,165619752.36874,0.00321,100000,0.00000,0.00000,0.015309288,0.000172246,0.01125,100020,0.00000,0.00000,48,0.00000,0.00000,130,0.00000,0.00000,202051,0.00000,0.00000,102012,0.00000,0.00000,99873,105.26073,0.00105,485,2.27303,0.00468,100027,0.00000,0.00000,29077913,5612.83203,0.00019,99902,0.00000,0.00000,11006,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,99881,105.28084,0.00105,485,2.27303,0.00468,160058163,6418.51898,0.00004
125,10.062232119,0.000260456,0.00003,10,2811555,14885.47829,0.00529,1062682,9862.06508,0.00928,1062818,9858.67029,0.00928,4797,1065.13781,0.22200,1,0.00000,0.00000,0,0.00000,,38168710778,93614020.66429,0.00245,51603524657,127076236.40903,0.00246,80000,0.00000,0.00000,0.012215375,0.000112772,0.00923,80020,0.00000,0.00000,38,0.31623,0.00830,130,0.00000,0.00000,161651,0.00000,0.00000,81612,0.00000,0.00000,124820,119.81379,0.00096,483,4.06749,0.00842,80027,0.00000,0.00000,26492518,5612.83203,0.00021,79902,0.00000,0.00000,8806,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,124833,120.10185,0.00096,483,4.07704,0.00844,156910796,1978.55597,0.00001
200,10.039223418,0.000182542,0.00002,10,1845546,8761.90433,0.00475,689061,6479.56584,0.00940,689207,6477.97009,0.00940,1287,146.25735,0.11356,1,0.00000,0.00000,0,0.00000,,38117556455,1811557.32949,0.00005,51544815631,2791108.09227,0.00005,50000,0.00000,0.00000,0.007748694,0.000134435,0.01735,50020,0.00000,0.00000,24,0.00000,0.00000,130,0.00000,0.00000,101051,0.00000,0.00000,51012,0.00000,0.00000,199351,158.93800,0.00080,486,4.21769,0.00867,50027,0.00000,0.00000,22616473,9883.35367,0.00044,49902,0.00000,0.00000,5506,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,199383,158.66260,0.00080,486,4.21769,0.00867,153757286,8890.40655,0.00006
250,10.031533588,0.000306001,0.00003,10,1516564,6075.52885,0.00401,564260,8771.29576,0.01554,564401,8768.43538,0.01554,1021,48.01389,0.04703,1,0.00000,0.00000,0,0.00000,,38075061049,48838928.89510,0.00128,51490668108,65516588.76403,0.00127,40000,0.00000,0.00000,0.006256264,0.000163243,0.02609,40020,0.00000,0.00000,19,0.00000,0.00000,130,0.00000,0.00000,80851,0.00000,0.00000,40812,0.00000,0.00000,249207,222.05357,0.00089,488,4.67143,0.00956,40027,0.00000,0.00000,21338521,11776.74201,0.00055,39902,0.00000,0.00000,4406,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,249257,221.84752,0.00089,488,4.67143,0.00956,151663820,7735.55021,0.00005
500,10.016194958,0.000096893,0.00001,10,851721,4661.21703,0.00547,300041,4425.81069,0.01475,300169,4422.82748,0.01473,736,67.22442,0.09125,1,0.00000,0.00000,0,0.00000,,38028203361,31018302.16410,0.00082,51431858960,41762184.72719,0.00081,20000,0.00000,0.00000,0.003367935,0.000094724,0.02813,20020,0.00000,0.00000,9,0.52705,0.05548,130,0.00000,0.00000,40451,0.00000,0.00000,20412,0.00000,0.00000,497603,364.01284,0.00073,496,1.61933,0.00326,20027,0.00000,0.00000,18763366,6812.99965,0.00036,19902,0.00000,0.00000,2206,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,497802,364.40850,0.00073,497,1.79196,0.00360,149561753,8293.76788,0.00006
625,10.012970497,0.000114642,0.00001,10,718201,5092.43561,0.00709,246500,2997.18587,0.01216,246630,3005.10566,0.01218,693,67.89174,0.09794,1,0.00000,0.00000,0,0.00000,,38026120687,2017193.06497,0.00005,51433348019,2668664.06211,0.00005,16000,0.00000,0.00000,0.002681850,0.000085262,0.03179,16020,0.00000,0.00000,7,0.48305,0.06273,130,0.00000,0.00000,32371,0.00000,0.00000,16332,0.00000,0.00000,628313,20919.96727,0.03330,503,15.12761,0.03003,16027,0.00000,0.00000,18239897,8731.73099,0.00048,15902,0.00000,0.00000,1766,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,628626,20930.19723,0.03330,504,15.34384,0.03044,149560524,8372.06547,0.00006
1000,10.008485119,0.000043839,0.00000,10,518894,5398.81143,0.01040,167020,1469.76824,0.00880,167159,1461.90199,0.00875,663,77.65279,0.11698,1,0.00000,0.00000,0,0.00000,,37995610525,33488318.67021,0.00088,51397509562,45442405.47957,0.00088,10000,0.00000,0.00000,0.001786617,0.000039324,0.02201,10020,0.00000,0.00000,5,0.00000,0.00000,130,0.00000,0.00000,20251,0.00000,0.00000,10212,0.00000,0.00000,992081,832.18550,0.00084,509,2.84605,0.00558,10027,0.00000,0.00000,17463705,9692.90512,0.00056,9902,0.00000,0.00000,1106,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,992872,832.83398,0.00084,510,2.83039,0.00555,148510720,6758.05521,0.00005
1250,10.006934391,0.000060330,0.00001,10,456395,5401.68538,0.01184,142375,2238.73101,0.01572,142506,2234.72520,0.01568,570,92.40034,0.16194,1,0.00000,0.00000,0,0.00000,,38005468548,2568210.14631,0.00007,51412352036,3419749.12172,0.00007,8000,0.00000,0.00000,0.001504704,0.000044340,0.02947,8020,0.00000,0.00000,4,0.00000,0.00000,130,0.00000,0.00000,16211,0.00000,0.00000,8172,0.00000,0.00000,1239241,976.95943,0.00079,516,2.54733,0.00493,8027,0.00000,0.00000,17208115,8806.13540,0.00051,7902,0.00000,0.00000,886,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,1240475,977.87868,0.00079,517,2.35702,0.00456,148509081,7589.58332,0.00005
2500,10.003915683,0.000053411,0.00001,10,315652,2049.02570,0.00649,88118,1114.51167,0.01265,88255,1121.91434,0.01271,563,67.55418,0.11984,1,0.00000,0.00000,0,0.00000,,37950937929,73314278.43226,0.00193,51341125813,98970693.63702,0.00193,4000,0.00000,0.00000,0.000927308,0.000037855,0.04082,4020,0.00000,0.00000,2,0.00000,0.00000,130,0.00000,0.00000,8131,0.00000,0.00000,4092,0.00000,0.00000,2494302,89881.97037,0.03603,567,20.91889,0.03687,4027,0.00000,0.00000,16700620,10226.33755,0.00061,3902,0.00000,0.00000,446,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,2499250,90060.32160,0.03603,568,21.23022,0.03734,147466240,8471.67054,0.00006
3125,10.003261091,0.000043668,0.00000,10,280894,3658.14434,0.01302,74587,927.67525,0.01244,74717,931.37905,0.01247,510,52.99057,0.10390,1,0.00000,0.00000,0,0.00000,,37953210707,90122441.91118,0.00237,51344872446,122017813.92904,0.00238,3200,0.00000,0.00000,0.000797965,0.000026938,0.03376,3220,0.00000,0.00000,1,0.00000,0.00000,130,0.00000,0.00000,6515,0.00000,0.00000,3276,0.00000,0.00000,3075081,3128.62779,0.00102,574,6.39792,0.01113,3227,0.00000,0.00000,16594534,9300.31554,0.00056,3102,0.00000,0.00000,358,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,3082693,3136.32372,0.00102,576,6.71317,0.01165,147464192,8192.00000,0.00006
5000,10.002358269,0.000042311,0.00000,10,232156,2979.02124,0.01283,58521,578.98279,0.00989,58653,576.86344,0.00984,465,107.48313,0.23105,1,0.00000,0.00000,0,0.00000,,37989758181,1403638.03689,0.00004,51395099461,1900904.52366,0.00004,2000,0.00000,0.00000,0.000625204,0.000027568,0.04409,2020,0.00000,0.00000,1,0.00000,0.00000,130,0.00000,0.00000,4091,0.00000,0.00000,2052,0.00000,0.00000,4994465,228059.51625,0.04566,653,32.50795,0.04977,2027,0.00000,0.00000,16438067,9995.88125,0.00061,1902,0.00000,0.00000,226,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,5014134,228957.51117,0.04566,655,32.61629,0.04977,147461324,6121.20215,0.00004
6250,10.002036425,0.000040384,0.00000,10,207618,2569.58958,0.01238,52066,422.72588,0.00812,52192,423.17295,0.00811,473,123.75698,0.26126,1,0.00000,0.00000,0,0.00000,,37911621046,192374354.55100,0.00507,51289676592,260319378.56955,0.00508,1600,0.00000,0.00000,0.000566080,0.000024663,0.04357,1620,0.00000,0.00000,1,0.00000,0.00000,130,0.00000,0.00000,3283,0.00000,0.00000,1644,0.00000,0.00000,6078280,5080.52306,0.00084,678,11.28224,0.01664,1627,0.00000,0.00000,16389734,8007.88660,0.00049,1502,0.00000,0.00000,182,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,6108089,5105.19589,0.00084,681,11.28224,0.01656,147464601,7831.35015,0.00005
12500,10.001395278,0.000034626,0.00000,10,163050,1061.26290,0.00651,38658,309.59823,0.00801,38791,306.87348,0.00791,443,99.21251,0.22360,1,0.00000,0.00000,0,0.00000,,37938841350,105559078.53190,0.00278,51327292851,142699697.47306,0.00278,800,0.00000,0.00000,0.000446628,0.000017133,0.03836,820,0.00000,0.00000,0,0.00000,,130,0.00000,0.00000,1667,0.00000,0.00000,828,0.00000,0.00000,11872495,5684.93647,0.00048,860,22.51814,0.02618,827,0.00000,0.00000,16288972,7675.06805,0.00047,702,0.00000,0.00000,94,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,11986782,5739.69539,0.00048,867,22.94171,0.02643,147464601,9547.57597,0.00006
15625,10.001269731,0.000019235,0.00000,10,151213,1101.08621,0.00728,35756,437.59972,0.01224,35903,451.57282,0.01258,568,77.47229,0.13635,1,0.00000,0.00000,0,0.00000,,37979826262,22553615.62720,0.00059,51382830115,30611183.04021,0.00060,640,0.00000,0.00000,0.000422026,0.000011806,0.02798,660,0.00000,0.00000,0,0.00000,,130,0.00000,0.00000,1345,0.00000,0.00000,666,0.00000,0.00000,14671656,12648.54415,0.00086,948,18.80928,0.01983,667,0.00000,0.00000,16218931,10407.02887,0.00064,542,0.00000,0.00000,89,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,14846571,12799.44969,0.00086,959,19.06713,0.01988,147467468,8806.13540,0.00006
25000,10.001064216,0.000025618,0.00000,10,136166,1503.31227,0.01104,30912,352.19408,0.01139,31055,347.24165,0.01118,521,75.78596,0.14524,1,0.00000,0.00000,0,0.00000,,37985170612,2876406.55023,0.00008,51390213254,4025264.79472,0.00008,400,0.00000,0.00000,0.000387369,0.000010057,0.02596,420,0.00000,0.00000,0,0.00000,,130,0.00000,0.00000,859,0.00000,0.00000,420,0.00000,0.00000,22702739,18000.25260,0.00079,1187,33.26727,0.02801,427,0.00000,0.00000,16230809,10433.86268,0.00064,302,0.00000,0.00000,50,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,23124118,18334.29638,0.00079,1208,33.80417,0.02797,147464192,9056.59676,0.00006
31250,10.000991583,0.000018307,0.00000,10,133318,1255.02151,0.00941,29487,422.30401,0.01432,29622,424.76714,0.01434,528,68.58450,0.12977,1,0.00000,0.00000,0,0.00000,,37931126756,103098639.34092,0.00272,51317206546,139677605.36211,0.00272,320,0.00000,0.00000,0.000380831,0.000011259,0.02956,340,0.00000,0.00000,0,0.00000,,135,0.00000,0.00000,699,0.00000,0.00000,340,0.00000,0.00000,28052709,950069.16417,0.03387,1317,68.91130,0.05229,347,0.00000,0.00000,16244736,13516.11042,0.00083,217,0.00000,0.00000,50,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,28692065,971722.48892,0.03387,1346,70.44178,0.05231,147652198,8293.76788,0.00006
62500,10.000773949,0.000014927,0.00000,10,116340,1331.16400,0.01144,25549,217.66651,0.00852,25677,215.63088,0.00840,486,64.41610,0.13230,1,0.00000,0.00000,0,0.00000,,37960122506,78996555.24521,0.00208,51356689929,106803884.60186,0.00208,160,0.00000,0.00000,0.000348066,0.000006794,0.01952,180,0.00000,0.00000,0,0.00000,,90,0.00000,0.00000,375,0.00000,0.00000,176,0.00000,0.00000,50039831,25352.64396,0.00051,1598,42.65573,0.02669,187,0.00000,0.00000,16000204,7490.69201,0.00047,102,0.00000,0.00000,28,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,52135698,26411.05308,0.00051,1662,44.23724,0.02661,145989632,9056.59676,0.00006
78125,10.000695555,0.000023721,0.00000,10,114854,806.56557,0.00702,24839,298.77277,0.01203,24978,302.73657,0.01212,462,79.30223,0.17135,1,0.00000,0.00000,0,0.00000,,37917413785,144395322.45518,0.00381,51298959121,195215468.93252,0.00381,128,0.00000,0.00000,0.000349689,0.000016885,0.04829,148,0.00000,0.00000,0,0.00000,,58,0.00000,0.00000,311,0.00000,0.00000,144,0.00000,0.00000,60312698,2003227.41565,0.03321,1473,67.36476,0.04572,155,0.00000,0.00000,15852748,8645.91337,0.00055,102,0.00000,0.00000,28,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,63347251,2104017.26914,0.03321,1544,70.72136,0.04580,144812851,9270.20111,0.00006
125000,10.000564861,0.000015830,0.00000,10,104378,765.75116,0.00734,22953,307.43086,0.01339,23079,305.63115,0.01324,463,58.63977,0.12643,1,0.00000,0.00000,0,0.00000,,37967958836,55166110.84874,0.00145,51367546063,74631125.69417,0.00145,80,0.00000,0.00000,0.000341040,0.000011284,0.03309,100,0.00000,0.00000,0,0.00000,,11,0.00000,0.00000,213,0.00000,0.00000,94,0.00000,0.00000,83724280,92689.99125,0.00111,1085,25.39554,0.02339,107,0.00000,0.00000,15570944,9508.44640,0.00061,101,0.00000,0.00000,29,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,89758412,99370.71728,0.00111,1159,27.21213,0.02347,143081062,7831.35015,0.00005
156250,10.000548221,0.000014278,0.00000,10,101248,613.93174,0.00606,22449,263.84636,0.01175,22581,265.16848,0.01174,484,70.60815,0.14564,1,0.00000,0.00000,0,0.00000,,37951308224,84144268.68378,0.00222,51345047824,113860137.05448,0.00222,64,0.00000,0.00000,0.000351192,0.000011839,0.03371,84,0.00000,0.00000,0,0.00000,,6,0.00000,0.00000,181,0.00000,0.00000,78,0.00000,0.00000,96708217,70146.95459,0.00073,1022,18.74656,0.01833,91,0.00000,0.00000,15528345,9547.57597,0.00061,90,0.00000,0.00000,29,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,104852008,76053.73309,0.00073,1103,20.34808,0.01844,142896332,9995.88125,0.00007
312500,10.000508105,0.000012565,0.00000,10,97164,913.44221,0.00940,21352,130.70425,0.00612,21487,128.59173,0.00598,448,73.83886,0.16475,1,0.00000,0.00000,0,0.00000,,37984323878,1475272.01378,0.00004,51389711524,2087701.90821,0.00004,32,0.00000,0.00000,0.000340292,0.000009395,0.02761,52,0.00000,0.00000,0,0.00000,,6,0.00000,0.00000,117,0.00000,0.00000,46,0.00000,0.00000,140259928,89846.23847,0.00064,1140,16.25526,0.01426,59,0.00000,0.00000,15504998,10611.02072,0.00068,58,0.00000,0.00000,22,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,158070609,101246.84511,0.00064,1276,18.06039,0.01415,141841612,7237.55460,0.00005
625000,10.000485334,0.000014127,0.00000,10,94374,819.94875,0.00869,21002,289.88559,0.01380,21137,294.34977,0.01393,467,82.62633,0.17693,1,0.00000,0.00000,0,0.00000,,37956431462,61619413.17296,0.00162,51352030452,83355076.94436,0.00162,16,0.00000,0.00000,0.000340551,0.000010951,0.03216,36,0.00000,0.00000,0,0.00000,,6,0.00000,0.00000,85,0.00000,0.00000,30,0.00000,0.00000,181098513,127764.03025,0.00071,1273,26.99877,0.02120,43,0.00000,0.00000,15511961,8293.76788,0.00053,42,0.00000,0.00000,11,0.00000,0.00000,0,0.00000,,0,0.00000,,0,0.00000,,0,0.00000,,211923660,149499.67311,0.00071,1476,31.56017,0.02137,141844070,8065.87350,0.00006
